SAO CAETANO DO SUL;saocaetano1cv@tjsp.jus.br;saocaetano2cv@tjsp.jus.br;saocaetano3cv@tjsp.jus.br;saocaetano4cv@tjsp.jus.br;saocaetano5cv@tjsp.jus.br;saocaetano6cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAO CARLOS;saocarlos1cv@tjsp.jus.br;saocarlos2cv@tjsp.jus.br;saocarlos3cv@tjsp.jus.br;saocarlos4cv@tjsp.jus.br;saocarlos5cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAO JOAO DA BOA VISTA;saojoao1cv@tjsp.jus.br;saojoao2cv@tjsp.jus.br;saojoao3cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAO JOAQUIM DA BARRA;saojoaquim1@tjsp.jus.br;saojoaquim2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAO JOSE DO RIO PARDO;riopardo1@tjsp.jus.br;riopardo2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAO JOSE DO RIO PRETO;riopreto1cv@tjsp.jus.br;riopreto2cv@tjsp.jus.br;riopreto3cv@tjsp.jus.br;riopreto4cv@tjsp.jus.br;riopreto5cv@tjsp.jus.br;riopreto6cv@tjsp.jus.br;riopreto7cv@tjsp.jus.br;riopreto8cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAO JOSE DOS CAMPOS;upj1a4cvsjcampos@tjsp.jus.br;upj1a4cvsjcampos@tjsp.jus.br;upj1a4cvsjcampos@tjsp.jus.br;upj1a4cvsjcampos@tjsp.jus.br;sjcampos5cv@tjsp.jus.br;sjcampos6cv@tjsp.jus.br;sjcampos7cv@tjsp.jus.br;sjcampos8cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAO LUIZ DO PARAITINGA;paraitinga@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAO MANUEL;saomanuel1@tjsp.jus.br;saomanuel2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAO MIGUEL ARCANJO;smarcanjo@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAO MIGUEL PAULISTA;saomiguel1cv@tjsp.jus.br;saomiguel2cv@tjsp.jus.br;saomiguel3cv@tjsp.jus.br;saomiguel4cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAO PEDRO;saopedro1@tjsp.jus.br;saopedro2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAO ROQUE;saoroque1cv@tjsp.jus.br;saoroque2cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAO SEBASTIAO;saoseba1cv@tjsp.jus.br;saoseba2cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAO SEBASTIAO DA GRAMA;grama@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAO SIMAO;saosimao@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SAO VICENTE;saovicente1cv@tjsp.jus.br;saovicente2cv@tjsp.jus.br;saovicente3cv@tjsp.jus.br;saovicente4cv@tjsp.jus.br;saovicente5cv@tjsp.jus.br;saovicente6cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SERRA NEGRA;serranegra1@tjsp.jus.br;serranegra2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SERRANA;serrana1@tjsp.jus.br;serrana2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SERTAOZINHO;sertaoz1cv@tjsp.jus.br;sertaoz2cv@tjsp.jus.br;sertaoz3cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOCORRO;socorro1@tjsp.jus.br;socorro2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOROCABA;sorocaba1cv@tjsp.jus.br;sorocaba2cv@tjsp.jus.br;sorocaba3cv@tjsp.jus.br;sorocaba4cv@tjsp.jus.br;sorocaba5cv@tjsp.jus.br;sorocaba6cv@tjsp.jus.br;sorocaba7cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUMARE;sumare1cv@tjsp.jus.br;sumare2cv@tjsp.jus.br;sumare3cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUZANO;suzano1cv@tjsp.jus.br;suzano2cv@tjsp.jus.br;suzano3cv@tjsp.jus.br;suzano4cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TABAPUA;tabapua@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TABOAO DA SERRA;taboao1cv@tjsp.jus.br;taboao2cv@tjsp.jus.br;taboao3cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAMBAU;tambau@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TANABI;tanabi1@tjsp.jus.br;tanabi2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAQUARITINGA;taquaritinga1@tjsp.jus.br;taquaritinga2@tjsp.jus.br;taquaritinga3@tjsp.jus.br;taquaritinga4@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAQUARITUBA;taquarituba@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TATUAPE;tatuape1cv@tjsp.jus.br;tatuape2cv@tjsp.jus.br;tatuape3cv@tjsp.jus.br;tatuape4cv@tjsp.jus.br;tatuape5cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TATUI;tatui1cv@tjsp.jus.br;tatui2cv@tjsp.jus.br;tatui3cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAUBATE;taubate1cv@tjsp.jus.br;taubate2cv@tjsp.jus.br;taubate3cv@tjsp.jus.br;taubate4cv@tjsp.jus.br;taubate5cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TEODORO SAMPAIO;teodsampaio@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TIETE;tiete1@tjsp.jus.br;tiete2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TREMEMBE;tremembe1@tjsp.jus.br;tremembe2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUPA;tupa1cv@tjsp.jus.br;tupa2cv@tjsp.jus.br;tupa3cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TUPI PAULISTA;tupipta1@tjsp.jus.br;tupipta2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBATUBA;ubatuba1@tjsp.jus.br;ubatuba2@tjsp.jus.br;ubatuba3@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
URANIA;urania@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
URUPES;urupes@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VALINHOS;valinhos1@tjsp.jus.br;valinhos2@tjsp.jus.br;valinhos3@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VALPARAISO;valparaiso@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VARGEM GRANDE DO SUL;vgdosul1@tjsp.jus.br;vgdosul2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VARGEM GRANDE PAULISTA;vgpaulista@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VARZEA PAULISTA;varzeapta1@tjsp.jus.br;varzeapta2@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VERGUEIRO;sp2jec@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VILA MIMOSA;vimimosa1@tjsp.jus.br;vimimosa2@tjsp.jus.br;vimimosa3@tjsp.jus.br;vimimosa4@tjsp.jus.br;vimimosa5@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VILA PRUDENTE;vlprudente1cv@tjsp.jus.br;vlprudente2cv@tjsp.jus.br;vlprudente3cv@tjsp.jus.br;vlprudente4cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VINHEDO;vinhedo1@tjsp.jus.br;vinhedo2@tjsp.jus.br;vinhedo3@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VIRADOURO;viradouro@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VOTORANTIM;votorantim1cv@tjsp.jus.br;votorantim2cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VOTUPORANGA;votupor1cv@tjsp.jus.br;votupor2cv@tjsp.jus.br;votupor3cv@tjsp.jus.br;votupor4cv@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
THIAGO;tsenas@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SENA;tsenas@tjsp.jus.br;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
